Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Location_encoded,Year,Month,Day,DayOfWeek,Hour,Season,Season_encoded,Comfort_Index
Los Angeles,2022-11-24 10:00:00,-0.12099831263729385,-0.7246355295053211,-0.13095198973304206,-0.3906570766079643,3,2022,11,24,3,10,Fall,0,0.539118287971776
Philadelphia,2023-03-23 19:00:00,0.5638825824591726,-0.0531454894249366,0.7886119277021612,-1.1122429934031484,5,2023,3,23,3,19,Spring,1,0.7920345606462144
New York,2020-04-28 21:00:00,0.2122902238654753,-0.3874081309044505,-0.7308564860634261,1.5707162950980043,4,2020,4,28,1,21,Spring,1,-0.20208243664359646
Philadelphia,2022-04-19 22:00:00,0.5003669973090513,0.10694442409538238,-0.2726358225144078,-1.4701238052051158,5,2022,4,19,1,22,Spring,1,0.7823861257474626
Phoenix,2022-08-21 21:00:00,0.01675089946864173,-1.2107358309712535,1.759417222704039,-1.697844981057827,6,2022,8,21,6,21,Summer,2,1.4223565452733702
Chicago,2021-07-14 00:00:00,0.7597080658756625,1.2287219518856471,-0.9998906339712563,-1.722853781939944,0,2021,7,14,2,0,Summer,2,0.3098721685297365
Los Angeles,2022-09-12 12:00:00,0.8050285264920387,1.4323451772555091,-0.7543889736999229,-0.09606638787069553,3,2022,9,12,0,12,Fall,0,-0.3972228354504543
Philadelphia,2022-04-26 13:00:00,-0.3687524588476037,-0.2746615071827867,3.5707155796131294,-1.0080024068926756,5,2022,4,26,1,13,Spring,1,0.32552464610487436
Dallas,2023-11-13 08:00:00,-0.5896707922326333,0.898039992298728,3.9871046950225635,1.6109661260863337,1,2023,11,13,0,8,Fall,0,-1.5388231083901027
San Antonio,2022-03-03 01:00:00,-0.9227318719975102,-0.12912798868270703,0.6432484373370876,0.016455773231795614,7,2022,3,3,3,1,Spring,1,-0.4876058450362863
Philadelphia,2020-04-05 02:00:00,0.09912236316310234,-0.6785575537956453,1.0706334919710292,-0.14029708907448743,5,2020,4,5,6,2,Spring,1,0.5512731831532492
San Antonio,2022-05-07 23:00:00,1.323419074126102,0.18377410200936176,-0.5255602611917416,1.0653385867101017,7,2022,5,7,5,23,Spring,1,0.296468942717142
Philadelphia,2022-03-31 06:00:00,-0.757746868884962,-1.0997386225451546,1.2427851374934966,-1.6018286040187453,5,2022,3,31,3,6,Spring,1,0.8408120224987929
Phoenix,2023-04-13 08:00:00,-0.09427495519563366,-0.7508918490885552,4.457031007661508,1.0212795376452815,6,2023,4,13,3,8,Spring,1,0.0488806843262587
Dallas,2021-06-04 17:00:00,0.6370009289054699,0.7970645342852605,0.8258024391338813,0.8998016875439309,1,2021,6,4,4,17,Summer,2,-0.4587964378578957
Dallas,2023-02-19 02:00:00,-0.6554454166855596,-0.3590289146052482,-0.8682282930279667,-1.3057252677081512,1,2023,2,19,6,2,Winter,3,0.3149193777529636
San Jose,2022-04-08 17:00:00,-0.30011203272187187,-1.2643288171573073,0.15644315007624426,-1.4691626638563657,9,2022,4,8,4,17,Spring,1,1.1781896079532095
Philadelphia,2022-01-22 22:00:00,-1.8741008649195616,-0.7855160523905884,-0.915967857226144,0.41382554123766474,5,2022,1,22,5,22,Winter,3,-0.7932205643498808
Phoenix,2023-10-30 21:00:00,1.614753668788471,-1.6704451783164855,1.3209947982994692,-0.474610562472109,6,2023,10,30,0,21,Fall,0,2.2442846971640398
San Jose,2023-11-16 18:00:00,0.42373512844710515,0.2538862487040604,1.0338147917501916,0.49917026544516063,9,2023,11,16,3,18,Fall,0,-0.089749857846562
San Jose,2023-05-08 15:00:00,0.26503155200721534,0.16513798250552608,-0.6097890948377225,0.6928876629554027,9,2023,5,8,0,15,Spring,1,-0.2013938379510704
Dallas,2021-12-16 18:00:00,-0.867997254683286,1.075789707704953,0.02763531754392731,-1.5697884827442279,1,2021,12,16,3,18,Winter,3,-0.6446395317483739
San Diego,2021-05-24 08:00:00,-1.1888740345809707,0.8585662543104347,-0.6082537955856628,-0.09833004080807471,8,2021,5,24,0,8,Spring,1,-1.2463496390442763
San Jose,2020-07-09 10:00:00,0.7349699890529058,0.22023583886090914,-0.9415263706936274,0.5336085332100402,9,2020,7,9,3,10,Summer,2,0.10978811094379999
Houston,2022-09-12 00:00:00,1.1592322555433499,1.0741189617251796,-0.5301372806417513,1.4758613855788854,2,2022,9,12,0,0,Fall,0,-0.5317257839947443
New York,2021-10-05 14:00:00,-0.12332888555776288,0.9511285592981625,-0.9901629218071755,1.3967724649290452,4,2021,10,5,1,14,Fall,0,-1.208181371280797
Houston,2021-05-24 11:00:00,0.018131764867279417,1.257493129962981,-0.23840066521657982,0.7486321811709502,2,2021,5,24,0,11,Spring,1,-1.0792350350429265
San Jose,2023-06-22 01:00:00,0.20990592469012814,-0.5699183078631352,2.6257283913720744,-0.16891994856709783,9,2023,6,22,3,1,Summer,2,0.5595016811059278
San Jose,2023-05-28 22:00:00,-1.2607134559641082,0.4556162914447536,1.8767883555568536,-1.3368530952255733,9,2023,5,28,6,22,Spring,1,-0.5706391325780034
Los Angeles,2021-10-05 23:00:00,0.10643952089415713,-1.0309319729876092,0.8814587046775986,1.6444986294770727,3,2021,10,5,1,23,Fall,0,0.1216651577970309
Dallas,2021-01-06 13:00:00,-0.2746781632552658,1.4083423722321413,-0.8348166701775357,-1.082314093815898,1,2021,1,6,2,13,Winter,3,-0.6770642352799118
Phoenix,2021-05-27 03:00:00,0.5149509322075145,-2.719598138777215,-0.44021972812925214,0.9552124156191425,6,2021,5,27,3,3,Spring,1,1.7187861649222576
Dallas,2021-12-20 05:00:00,-1.3534675901155315,0.47479265969258805,-0.6104620228611941,-1.1681204168558177,1,2021,12,20,0,5,Winter,3,-0.7023924001470547
San Jose,2023-12-06 02:00:00,-0.3357981199681735,1.4711073651049855,-0.42796125108145333,0.5132582032042479,9,2023,12,6,2,2,Winter,3,-1.346716185934248
Phoenix,2022-02-18 12:00:00,1.8267769378313299,-2.1021487710754916,-0.7600666767680907,1.113051889542612,6,2022,2,18,4,12,Winter,3,2.0643835377624824
Philadelphia,2022-06-03 14:00:00,-1.7195038804703768,0.22998272961091198,-0.8337877723993741,1.2247099183094812,5,2022,6,3,4,14,Summer,2,-1.6555826634195394
Houston,2023-03-24 09:00:00,2.3232418992473614,1.030441497257889,-0.6767794365460327,-1.23894055535324,2,2023,3,24,4,9,Spring,1,1.2158841266000633
Phoenix,2022-05-29 12:00:00,1.270294115654842,-0.9199482543845463,0.028244321324282153,0.20266949964980369,6,2022,5,29,6,12,Spring,1,1.297181744390015
Dallas,2021-10-13 05:00:00,-0.5204876762940839,1.3076046719706749,-0.020394463473072423,1.6996998630518643,1,2021,10,13,2,5,Fall,0,-1.7940744231992418
Chicago,2021-01-19 00:00:00,-0.08063822155204634,0.8179158940746131,0.49578723988243173,0.9283830916883437,0,2021,1,19,1,0,Winter,3,-0.9222599270047289
San Diego,2021-11-29 08:00:00,-0.05720158157669273,-0.9038800248033206,-0.06632685930911232,-0.8163855941835086,8,2021,11,29,0,8,Fall,0,0.8518938610128833
Chicago,2023-04-08 16:00:00,0.8869046529821097,-0.7041281565908292,1.202415733044818,-1.3455417756652062,0,2023,4,8,5,16,Spring,1,1.4970593130257706
San Jose,2021-05-29 03:00:00,2.0809211300586274,0.05747576465614837,2.0128197870930236,0.6820188492759416,9,2021,5,29,5,3,Spring,1,0.9840335911866521
San Diego,2021-02-22 21:00:00,-0.50686155830625,-0.15401454469347864,-0.5869732454689608,1.5585325322882078,8,2021,2,22,0,21,Winter,3,-0.7887240224826999
San Jose,2022-03-22 17:00:00,0.05954231080929225,-1.1758990575000592,0.7167988628907949,-1.2006103592465276,9,2022,3,22,1,17,Spring,1,1.2416582867266572
San Antonio,2023-12-21 19:00:00,-1.2491525528717056,0.6710923674030451,-0.19834579649232076,-1.349242780214777,7,2023,12,21,3,19,Winter,3,-0.6982309752095598
San Jose,2022-04-02 01:00:00,0.7613240594086262,0.34867468790904316,-0.6453889992075104,-1.033921532431397,9,2022,4,2,5,1,Spring,1,0.6241783291545172
San Diego,2021-06-04 21:00:00,-0.40984986560081316,1.076364420152197,-0.624193625405851,0.3363014563638175,8,2021,6,4,4,21,Summer,2,-1.0713106944016153
Philadelphia,2022-12-19 08:00:00,-0.6746282759856194,0.6083825825682927,-0.9899185840002801,-0.6058591428714101,5,2022,12,19,0,8,Winter,3,-0.581596099333737
San Diego,2020-06-21 10:00:00,-0.23842958489779034,0.43347123182932795,0.15648217102339618,0.5437202612703069,8,2020,6,21,6,10,Summer,2,-0.6277607215643138
San Antonio,2020-08-02 13:00:00,0.8974783095945799,0.2322268750566927,-0.9387779067914748,1.2924571221212877,7,2020,8,2,6,13,Summer,2,-0.07985643345160703
San Jose,2022-05-16 07:00:00,0.5015122130423721,-0.6253720026168836,0.3456852809830314,-1.4390507939707977,9,2022,5,16,0,7,Spring,1,1.2448689891843623
Phoenix,2023-03-06 10:00:00,0.8788507092984211,-0.29652072214100805,-0.20586829238562374,0.39847142852107326,6,2023,3,6,0,10,Spring,1,0.5819783249698408
Chicago,2022-05-22 20:00:00,0.5223268253261305,0.4324802247654826,0.6159417343472932,1.6486270234707645,0,2022,5,22,6,20,Spring,1,-0.5710498062028617
Houston,2020-12-31 18:00:00,1.8017969416410504,0.08112887476521513,-0.6199633885061611,-1.0496836390661906,2,2020,12,31,3,18,Winter,3,1.4399907714474365
Phoenix,2020-05-01 07:00:00,0.394488178435766,-1.9310072044665096,-0.7360801643206032,1.404607707497929,6,2020,5,1,4,7,Spring,1,0.968712460254304
Dallas,2020-04-15 14:00:00,0.4570293290820381,-0.2042669946856317,-0.012131148441853642,-0.39505013690184887,1,2020,4,15,2,14,Spring,1,0.5583361723388759
San Antonio,2022-02-19 11:00:00,-0.530682146138406,-1.0900414187585412,0.13648055119455305,-0.2061352704913781,7,2022,2,19,5,11,Winter,3,0.45602345160459223
Dallas,2023-05-31 06:00:00,0.1530950347615779,1.1012828048102647,0.857353816165797,-0.6459426573061057,1,2023,5,31,2,6,Spring,1,-0.378509494023862
Phoenix,2023-08-13 23:00:00,2.1381638431897856,-2.174658503573965,-0.10603903050100195,1.3201391443219814,6,2023,8,13,6,23,Summer,2,2.2251087264533345
New York,2022-04-04 03:00:00,-0.7618523004541063,0.8431260545473578,1.3485551517124914,-0.916233239515177,4,2022,4,4,0,3,Spring,1,-0.6716261638660025
San Antonio,2023-09-23 18:00:00,1.1196809733511344,1.294992477087462,0.03154965683512928,1.6178386295994271,7,2023,9,23,5,18,Fall,0,-0.751342271468073
Los Angeles,2021-02-28 15:00:00,0.7261046183864618,0.16907647862124717,-0.5229324158359336,-1.719080486490117,3,2021,2,28,6,15,Winter,3,0.9727589868573123
New York,2023-12-13 15:00:00,-1.9659076081354365,1.4644589268236734,-0.3797065920979859,0.8585621728967742,4,2023,12,13,2,15,Winter,3,-2.468529948988519
Houston,2022-11-14 00:00:00,-0.8072701616680439,0.2188978420946625,0.3974068689873318,-1.6912501850773145,2,2022,11,14,0,0,Fall,0,-0.008599668577028097
New York,2022-01-09 03:00:00,0.13666248237362663,-1.2507977496687288,-0.1325998613363481,-0.5208589343360865,4,2022,1,9,6,3,Winter,3,1.0852214825708864
Philadelphia,2022-08-11 13:00:00,-0.23135072285830305,-0.3631104628473061,-0.7039835890350801,1.2295439595134547,5,2022,8,11,3,13,Summer,2,-0.36290181577777075
Los Angeles,2021-05-28 21:00:00,0.18095191750518075,1.132339026094962,-0.5062996687904976,-1.1057858889099508,3,2021,5,28,4,21,Spring,1,-0.21100813774136065
New York,2021-11-11 20:00:00,0.30914709525229556,-0.4539846268674669,-0.5310137122926744,1.5311282051155013,4,2021,11,11,3,20,Fall,0,-0.08507090120322135
San Jose,2022-12-19 21:00:00,-0.3916196967086784,-0.16470781216494662,-0.874676801794564,-0.15058474368133723,9,2022,12,19,0,21,Winter,3,-0.07748506152575367
Phoenix,2021-03-31 15:00:00,0.9745456746701648,-0.3281663787408317,-0.7753085732456049,-1.583561945271199,6,2021,3,31,2,15,Spring,1,1.3959928375859507
Houston,2022-10-17 10:00:00,-0.791429832670945,1.3974970592709788,-0.8157518232626013,-0.3013730140915299,2,2022,10,17,0,10,Fall,0,-1.2760318422878882
Philadelphia,2022-12-31 15:00:00,-1.3609603110624338,-0.07617397190373303,2.625367797956851,-1.567267834724101,5,2022,12,31,5,15,Winter,3,-0.2028738367256552
San Jose,2020-08-08 13:00:00,-0.5765199422681077,-0.09198095979844996,1.1001039799279895,1.3617348502939384,9,2020,8,8,5,13,Summer,2,-0.7984909005684614
San Diego,2023-07-07 04:00:00,1.1209668136390454,-0.8373070824379194,-0.3219686178209637,1.3766911437120624,8,2023,7,7,4,4,Summer,2,0.7169948280643145
San Jose,2023-03-17 17:00:00,-1.8884593623267096,0.06008850407258407,0.04168389679684257,1.5695444141779056,9,2023,3,17,4,17,Spring,1,-1.7770947550045797
Houston,2021-11-13 15:00:00,1.4662925158469442,0.9329455077794202,0.36843182734504043,1.5468908452094436,2,2021,11,13,5,15,Fall,0,-0.2788190977021311
Dallas,2022-06-11 19:00:00,-0.05610789400294975,0.5796976078036078,-0.6918651517222913,0.33809738796405414,1,2022,6,11,5,19,Summer,2,-0.5343900713019771
New York,2022-11-29 03:00:00,1.6358789586824911,-0.2301665504521934,0.5164579089731764,1.156675831729225,4,2022,11,29,1,3,Fall,0,0.7214435991665991
San Diego,2023-07-24 12:00:00,1.0580958272059051,0.6406568562771165,0.13804086389019307,-0.37110528898562,8,2023,7,24,0,12,Summer,2,0.3713882573930418
Houston,2022-11-18 06:00:00,1.1456181447510505,0.6026391625820424,-0.834518912463944,0.6613440358226454,2,2022,11,18,4,6,Fall,0,0.06669761620869215
San Diego,2020-09-19 11:00:00,0.9609691939024086,-0.957862630934288,-0.9825074815506977,0.9792866253279622,8,2020,9,19,5,11,Fall,0,0.8443136348365239
San Jose,2020-03-05 16:00:00,-0.5461924941368074,0.5548720008650443,0.38910058431329925,-0.8774074793413287,9,2020,3,5,3,16,Spring,1,-0.3676797396204004
Chicago,2023-02-06 18:00:00,0.2972270939908014,-0.7634213789640734,-0.9337164762055572,-0.0656582319885224,0,2023,2,6,0,18,Winter,3,0.6997377713685231
Chicago,2020-11-10 14:00:00,-1.1482798484774979,0.7730831160611465,-0.4953992105604819,-1.439027107124874,0,2020,11,10,1,14,Fall,0,-0.6690939220514202
Los Angeles,2022-01-26 18:00:00,-0.22180722232203165,0.16804240910802232,-0.5406558096024034,0.9965772712272488,3,2022,1,26,2,18,Winter,3,-0.6139606270395643
Houston,2022-05-17 20:00:00,-1.8011424848876745,0.04571293434682007,-0.5289790343678001,0.8169783910813345,2,2022,5,17,1,20,Spring,1,-1.4352783859772726
Houston,2021-08-14 18:00:00,0.2594545758282093,2.133311580681576,-0.634004902965072,0.2758357683778887,2,2021,8,14,5,18,Summer,2,-1.3222107552367746
San Jose,2020-07-29 11:00:00,-0.9451752731546128,-0.43075576515506997,-0.8741023757780542,-0.7041214113266371,9,2020,7,29,2,11,Summer,2,-0.039200111647028836
San Antonio,2021-01-03 15:00:00,0.8675158158689817,0.3711741847137583,-0.4498039593372266,-0.9007526306233915,7,2021,1,3,6,15,Winter,3,0.6252734231061357
Houston,2020-05-27 22:00:00,-0.9621015618126993,1.3431969665737915,-0.5744383803424498,-0.983857036116784,2,2020,5,27,2,22,Spring,1,-1.0923579345402845
San Antonio,2023-01-13 00:00:00,-1.6873812778804649,-0.041653961623826,-0.392119153403858,0.42128309151787,7,2023,1,13,4,0,Winter,3,-1.1624293879494776
Philadelphia,2020-03-30 15:00:00,0.1395117043852886,0.6862960975804362,-0.8865788080355459,-1.1119514752145991,5,2020,3,30,0,15,Spring,1,0.054187975415006584
Phoenix,2020-01-26 20:00:00,0.923804610721202,-1.261167912367992,-0.009650179923315976,-0.21161375760853168,6,2020,1,26,6,20,Winter,3,1.4591937798865662
Philadelphia,2023-03-13 10:00:00,1.0300410994894367,1.276060142346471,1.1403711846885642,-1.3864830774577146,5,2023,3,13,0,10,Spring,1,0.32006188524718315
Dallas,2023-08-09 23:00:00,0.21963825601827217,0.2712300115121178,-0.9867159280609589,1.6296147332457418,1,2023,8,9,2,23,Summer,2,-0.6451089560188451
Los Angeles,2022-07-09 18:00:00,0.5267385188124633,-0.26833850415030247,-0.504281499954149,-0.26315498033198986,3,2022,7,9,5,18,Summer,2,0.5935182105567367
San Jose,2021-01-07 23:00:00,1.8698664269223824,0.09197787507761286,3.785071756189479,-1.535866562130886,9,2021,1,7,3,23,Winter,3,1.6549404143769306
Phoenix,2022-11-02 17:00:00,1.3017337790057448,-2.6167069602867747,-0.8310288971612749,-0.40475237588518437,6,2022,11,2,2,17,Fall,0,2.638306872602388
Dallas,2020-03-25 09:00:00,0.9833613914753758,0.14197033525225233,0.6780766932368738,0.4370209639745039,1,2020,3,25,2,9,Spring,1,0.3482706944798213
Chicago,2022-12-19 02:00:00,-1.6819929466553931,-1.115145444706358,-1.0028530569393372,-0.17017980184838938,0,2022,12,19,0,2,Winter,3,-0.24599692772993362
New York,2020-07-25 07:00:00,-0.7283423081858358,-0.9673771337751156,-0.645966250327068,0.7708907933050684,4,2020,7,25,5,7,Summer,2,-0.10657438351067024
San Antonio,2021-07-05 05:00:00,-0.8280537702043813,0.05768099504570008,0.18919933888737986,0.14599431087730583,7,2021,7,5,0,5,Summer,2,-0.598409019278074
San Jose,2020-06-17 20:00:00,-0.7104572360697992,1.0638804911725357,-0.8273142037852242,-0.7910208218275429,9,2020,6,17,2,20,Summer,2,-0.8292653413717258
Philadelphia,2020-03-24 22:00:00,0.9382232585606219,-0.35373057631370985,-0.5287142567163308,1.04947549545744,5,2020,3,24,1,22,Spring,1,0.4139026961229669
Phoenix,2020-05-15 00:00:00,2.773047398802152,-1.764729162353999,3.3529914303310444,0.7042025275807166,6,2020,5,15,4,0,Spring,1,2.577286181764306
Phoenix,2022-04-14 14:00:00,1.1916768666508029,-2.284447795689445,-0.7404146579729396,-0.2945152242569942,6,2022,4,14,3,14,Spring,1,2.315301928157517
San Jose,2022-08-03 00:00:00,-0.1291822538199811,-0.4071323148433855,-0.2615872039076693,-0.9245069984326999,9,2022,8,3,2,0,Summer,2,0.526862035830544
Houston,2021-01-17 11:00:00,-1.4037045675848567,0.754395496631365,-0.9539903333770168,1.549467246653503,2,2021,1,17,6,11,Winter,3,-1.9215873828777914
Phoenix,2021-05-05 06:00:00,1.5053907137608251,-1.4694204714653634,-0.15524140874215078,-0.030182529557616654,6,2021,5,5,2,6,Spring,1,1.8825994399348405
New York,2020-03-06 13:00:00,-0.41459612731583634,0.2382926814309787,-0.6889179484641413,-1.2227320654194294,4,2020,3,6,4,13,Spring,1,0.04555337685000967
New York,2021-09-23 20:00:00,0.11691641708180711,1.000133199659427,-0.925512794931353,-0.5237233850886854,4,2021,9,23,3,20,Fall,0,-0.3806073796921741
Dallas,2023-03-23 03:00:00,-2.788341835315862,1.0541215611410806,-0.32776254527830684,-0.007596151120458866,1,2023,3,23,3,3,Spring,1,-2.3856901494231284
Dallas,2021-05-02 13:00:00,-0.4006775111644509,-1.0090414360155513,-0.6121655936074087,-1.6190022161474944,1,2021,5,2,6,13,Spring,1,1.0071843850739517
San Diego,2022-01-19 09:00:00,0.5700292768440297,0.3836469424390296,-0.8184915325039416,0.6401057410230586,8,2022,1,19,2,9,Winter,3,-0.1363053418707185
Dallas,2021-01-28 11:00:00,-1.518228003237861,-0.958860854354664,-0.021230722698949763,1.3786197019647883,1,2021,1,28,3,11,Winter,3,-0.821057322950619
San Antonio,2022-08-22 21:00:00,0.43193604962777515,0.5707286527040264,-0.03765091554263395,0.6948801264751213,7,2022,8,22,0,21,Summer,2,-0.3620797978365571
New York,2021-06-04 11:00:00,-1.5466266877652317,0.389047100619646,-0.5883457812113676,-1.6245762875984853,4,2021,6,4,4,11,Summer,2,-0.5959782202534686
San Antonio,2022-01-02 10:00:00,1.699166226782255,1.4614104375573496,0.2583072068189523,-1.4333371714055463,7,2022,1,2,6,10,Winter,3,0.6273271594157069
Houston,2022-11-27 18:00:00,-0.5361325821573382,1.6185920839801302,-0.6255472100242196,0.969550472607385,2,2022,11,27,6,18,Fall,0,-1.7338965011931755
Chicago,2021-07-01 18:00:00,2.8888077719318455,0.5227096949181927,0.1396410262889469,-0.06545255271833496,0,2021,7,1,3,18,Summer,2,1.4551668604282442
Philadelphia,2021-06-19 23:00:00,1.3831832271846152,-1.1973594519617923,1.5187266415375704,1.6292522275012438,5,2021,6,19,5,23,Summer,2,1.0165939132486874
Los Angeles,2023-06-09 05:00:00,0.5847093856310314,0.7498382731818004,-0.6081870069576268,-0.02511807683445148,3,2023,6,9,4,5,Summer,2,-0.1173146971800459
Houston,2022-01-14 08:00:00,-0.08579972406182614,0.5535702960510928,-0.65265451120268,-0.2040527011407141,2,2022,1,14,4,8,Winter,3,-0.33464496654939246
Philadelphia,2023-12-23 03:00:00,0.028961844129059056,-0.3250822482357318,-0.03973176712727378,0.9022559150967212,5,2023,12,23,5,3,Winter,3,-0.10673464188370478
Phoenix,2021-10-08 21:00:00,1.9594816731848337,-1.404363169894151,-0.5328489492192929,0.675684137692274,6,2021,10,8,4,21,Fall,0,1.8568313179920097
Philadelphia,2022-07-29 22:00:00,-0.35784716968541685,-0.7490177826925775,-0.8026482152869494,0.9551733173909234,5,2022,7,29,4,22,Summer,2,-0.08919450711394755
San Jose,2021-04-05 17:00:00,0.6991272183320981,0.8919318320642516,1.3817541730643663,-0.9723170204441944,9,2021,4,5,0,17,Spring,1,0.21214014038301116
Los Angeles,2021-11-23 15:00:00,0.2952227952113618,-1.4114383173754097,1.06323153536602,1.2962496904074778,3,2021,11,23,1,15,Fall,0,0.6123132034196341
Philadelphia,2020-09-12 02:00:00,1.165847229811458,0.011989404777262317,-0.8380617222781607,-0.8877591645246566,5,2020,9,12,5,2,Fall,0,1.0352594899159957
Los Angeles,2023-05-05 12:00:00,-0.16758700245084898,0.7050061280743802,-0.35731886570823457,0.8542996196115683,3,2023,5,5,4,12,Spring,1,-0.8750498401949492
San Diego,2023-10-28 13:00:00,-0.9522598725628748,0.7877910218163662,-0.615885640591778,0.9892060488876843,8,2023,10,28,5,13,Fall,0,-1.4590114110103387
San Jose,2022-10-10 08:00:00,-1.0927910744901985,0.270533351130633,-0.5463839257215513,-1.0176615522513826,9,2022,10,10,0,8,Fall,0,-0.4665657189879695
Chicago,2021-10-18 09:00:00,0.2442209912162143,-0.24868042699814877,-0.5542338677424454,0.6992560489329147,0,2021,10,18,0,9,Fall,0,0.05095832321309187
San Jose,2022-10-31 11:00:00,-0.3351333806402075,-0.5677864620250481,-0.08861985064559709,-1.163446824576452,9,2022,10,31,0,11,Fall,0,0.5931997652068509
Philadelphia,2021-04-17 16:00:00,-0.14033239475278111,-1.2959004029344723,2.460201703735459,0.7070983671063951,5,2021,4,17,5,16,Spring,1,0.489429598201085
San Antonio,2020-08-12 09:00:00,0.3178434540764335,-0.5796182324231143,-0.924795526759244,-0.6554876073214507,7,2020,8,12,2,9,Summer,2,0.8122849718665036
Philadelphia,2022-02-15 16:00:00,0.6594278440359083,0.8966400639974365,1.1275195801869728,1.6073715020288948,5,2022,2,15,1,16,Winter,3,-0.7718003562477034
New York,2023-12-18 10:00:00,0.30682941969125543,0.19483151793892436,1.882435385844564,0.05962567779161484,4,2023,12,18,0,10,Winter,3,0.03983039415445198
San Jose,2023-07-28 05:00:00,-0.12403414258685316,0.4751224580298202,-0.4847970498540157,0.10356972807543888,9,2023,7,28,4,5,Summer,2,-0.4214244855304735
Chicago,2021-11-11 13:00:00,1.4297208048356957,-0.22037041167766921,-0.899689753480501,0.992436801360188,0,2021,11,11,3,13,Fall,0,0.6497904202828684
San Diego,2023-04-14 21:00:00,0.2128210327226608,-1.191638874186241,-0.8752362092248039,0.9394315241478249,8,2023,4,14,4,21,Spring,1,0.5521163735728175
Houston,2022-03-14 17:00:00,0.6852073313195323,1.3416604745190133,-0.9750081861439059,0.2508002566444839,2,2022,3,14,0,17,Spring,1,-0.5405990305009951
Philadelphia,2022-04-13 16:00:00,0.018836807443966815,0.5474246838962766,-0.9665230151522364,1.2219480472579425,5,2022,4,13,2,16,Spring,1,-0.7953916890851224
San Jose,2021-10-17 03:00:00,-1.2890394333234987,1.2232780029219275,-0.9312025159675946,-0.4273051526718235,9,2021,10,17,6,3,Fall,0,-1.421405660703132
San Antonio,2020-07-27 12:00:00,0.3404574279243316,-0.46116887103543697,-0.535030733650735,1.365602525750898,7,2020,7,27,0,12,Summer,2,0.00012235183648295144
New York,2020-06-22 01:00:00,0.8574375071470519,0.6252023580019495,2.076826585109434,0.7083592987513594,4,2020,6,22,0,1,Summer,2,-0.1417634720724004
San Antonio,2023-01-24 10:00:00,-0.6943463981728798,-0.5069402272068412,-0.6930690915448815,-0.23816833665951426,7,2023,1,24,1,10,Winter,3,-0.009169431428075442
San Diego,2021-05-18 22:00:00,-0.8086839894461728,0.43350475000945105,0.6650186808206726,-0.7007753494911653,8,2021,5,18,1,22,Spring,1,-0.5154523969777156
San Antonio,2020-12-27 14:00:00,0.45966775624346795,-1.3739040389565806,0.9039948127404617,0.07041463820717396,7,2020,12,27,6,14,Winter,3,1.1432987632088674
Houston,2020-11-21 07:00:00,0.3641741653276646,0.38620105571058105,-0.5140852743514152,0.5783679285476784,2,2020,11,21,5,7,Fall,0,-0.24110150950696926
San Antonio,2020-11-04 06:00:00,0.188747640065582,0.794379138910946,-0.6866782919407096,-0.7472217619467941,7,2020,11,4,2,6,Fall,0,-0.12076936370290364
San Antonio,2023-04-01 22:00:00,1.2982504933571481,-0.7469973336122138,-0.0637919475936319,0.07670141807611074,7,2023,4,1,5,22,Spring,1,1.2492295525758803
San Jose,2022-02-08 06:00:00,0.30210234293076127,0.516910885924415,-0.9333665708657136,-0.47701908905051477,9,2022,2,8,1,6,Winter,3,0.027769431452235503
Philadelphia,2023-06-15 20:00:00,0.6386469916029953,-0.5846619771678224,-0.8342531058140934,-0.17726814236682403,5,2023,6,15,3,20,Summer,2,0.8346314075500282
Los Angeles,2021-10-25 09:00:00,-0.0746375656716609,1.207167246177805,-0.9657800520319246,1.557470272513929,3,2021,10,25,0,9,Fall,0,-1.4034391278622202
San Diego,2022-03-28 07:00:00,0.16330856530688506,1.3361967582280856,-0.7826451911708111,-1.5838150176926185,8,2022,3,28,0,7,Spring,1,-0.17630505377900324
Los Angeles,2021-01-24 12:00:00,-0.3293343955241299,0.7291363714731074,0.2877356786321778,-0.2599956909408683,3,2021,1,24,6,12,Winter,3,-0.5764795066620481
San Diego,2020-06-19 10:00:00,0.5597412097099311,1.4455095112130114,-0.7364646950532535,-1.1435796699877947,8,2020,6,19,4,10,Summer,2,-0.16747793519567897
Philadelphia,2020-05-28 02:00:00,-1.1717301415270218,-1.3030527886551972,-0.8227512355310536,-0.16281414837784908,5,2020,5,28,3,2,Spring,1,0.1851366864495291
San Jose,2020-11-12 01:00:00,-0.754394539006723,0.08747329699480429,0.29593319905694193,-1.6009973131766235,9,2020,11,12,3,1,Fall,0,0.07524833042700259
Los Angeles,2020-01-21 09:00:00,0.1547657794727623,1.1272169425466452,1.7860679940986797,-1.4525694282059805,3,2020,1,21,1,9,Winter,3,-0.09513763161267798
Phoenix,2021-07-18 14:00:00,0.6580161287934949,-0.587410337282858,1.0858190607946607,0.7371361438342073,6,2021,7,18,6,14,Summer,2,0.5091907337118446
New York,2020-03-17 01:00:00,-0.6861165466633423,1.1837104366470597,1.410742165106599,0.36963299628374136,4,2020,3,17,1,1,Spring,1,-1.3221991400438424
San Antonio,2023-09-02 02:00:00,-0.7445767037319531,0.5168883686159096,0.7432467625725268,0.6366469317249472,7,2023,9,2,5,2,Fall,0,-1.0260313081069314
